,ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,DESCRIPTION,INTRO
4320,ARM,Armenia,EURO,2019.0,Japanese Encephalitis,No
4321,ARM,Armenia,EURO,2019.0,Malaria vaccine,No
4322,ARM,Armenia,EURO,2019.0,Measles-containing vaccine 2nd dose,Yes
4323,ARM,Armenia,EURO,2019.0,Meningococcal meningitis vaccines (all strains),Yes
4324,ARM,Armenia,EURO,2019.0,Mumps vaccine,Yes
4325,ARM,Armenia,EURO,2019.0,PCV (Pneumococcal conjugate vaccine),Yes
4326,ARM,Armenia,EURO,2019.0,PPV (Pneumococcal polysaccharide vaccine),No
4327,ARM,Armenia,EURO,2019.0,Rotavirus vaccine,Yes
4328,ARM,Armenia,EURO,2019.0,Rubella vaccine,Yes
4329,ARM,Armenia,EURO,2019.0,Seasonal Influenza vaccine,Yes
4330,ARM,Armenia,EURO,2019.0,Typhoid,No
4331,ARM,Armenia,EURO,2019.0,Varicella vaccine,No
4332,ARM,Armenia,EURO,2019.0,YF (Yellow fever) vaccine,No
4333,ARM,Armenia,EURO,2018.0,aP (acellular pertussis) vaccine,No
4334,ARM,Armenia,EURO,2018.0,Hepatitis A vaccine,Yes
4335,ARM,Armenia,EURO,2018.0,Hepatitis B vaccine,Yes
4336,ARM,Armenia,EURO,2018.0,HepB birth dose,Yes
4337,ARM,Armenia,EURO,2018.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4338,ARM,Armenia,EURO,2018.0,HPV (Human Papilloma Virus) vaccine,Yes
4339,ARM,Armenia,EURO,2018.0,IPV (Inactivated polio vaccine),Yes
4340,ARM,Armenia,EURO,2018.0,IPV (Inactivated polio vaccine) 2nd dose,No
4341,ARM,Armenia,EURO,2018.0,Japanese Encephalitis,No
4342,ARM,Armenia,EURO,2018.0,Measles-containing vaccine 2nd dose,Yes
4343,ARM,Armenia,EURO,2018.0,Meningococcal meningitis vaccines (all strains),Yes
4344,ARM,Armenia,EURO,2018.0,Mumps vaccine,Yes
4345,ARM,Armenia,EURO,2018.0,PCV (Pneumococcal conjugate vaccine),Yes
4346,ARM,Armenia,EURO,2018.0,PPV (Pneumococcal polysaccharide vaccine),No
4347,ARM,Armenia,EURO,2018.0,Rotavirus vaccine,Yes
4348,ARM,Armenia,EURO,2018.0,Rubella vaccine,Yes
4349,ARM,Armenia,EURO,2018.0,Seasonal Influenza vaccine,Yes
4350,ARM,Armenia,EURO,2018.0,Typhoid,No
4351,ARM,Armenia,EURO,2018.0,Varicella vaccine,No
4352,ARM,Armenia,EURO,2018.0,YF (Yellow fever) vaccine,No
4353,ARM,Armenia,EURO,2017.0,aP (acellular pertussis) vaccine,No
4354,ARM,Armenia,EURO,2017.0,Hepatitis A vaccine,Yes
4355,ARM,Armenia,EURO,2017.0,Hepatitis B vaccine,Yes
4356,ARM,Armenia,EURO,2017.0,HepB birth dose,Yes
4357,ARM,Armenia,EURO,2017.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4358,ARM,Armenia,EURO,2017.0,HPV (Human Papilloma Virus) vaccine,Yes
4359,ARM,Armenia,EURO,2017.0,IPV (Inactivated polio vaccine),Yes
4360,ARM,Armenia,EURO,2017.0,IPV (Inactivated polio vaccine) 2nd dose,No
4361,ARM,Armenia,EURO,2017.0,Japanese Encephalitis,No
4362,ARM,Armenia,EURO,2017.0,Measles-containing vaccine 2nd dose,Yes
4363,ARM,Armenia,EURO,2017.0,Meningococcal meningitis vaccines (all strains),Yes
4364,ARM,Armenia,EURO,2017.0,Mumps vaccine,Yes
4365,ARM,Armenia,EURO,2017.0,PCV (Pneumococcal conjugate vaccine),Yes
4366,ARM,Armenia,EURO,2017.0,PPV (Pneumococcal polysaccharide vaccine),No
4367,ARM,Armenia,EURO,2017.0,Rotavirus vaccine,Yes
4368,ARM,Armenia,EURO,2017.0,Rubella vaccine,Yes
4369,ARM,Armenia,EURO,2017.0,Seasonal Influenza vaccine,Yes
4370,ARM,Armenia,EURO,2017.0,Typhoid,No
4371,ARM,Armenia,EURO,2017.0,Varicella vaccine,No
4372,ARM,Armenia,EURO,2017.0,YF (Yellow fever) vaccine,No
4373,ARM,Armenia,EURO,2016.0,aP (acellular pertussis) vaccine,No
4374,ARM,Armenia,EURO,2016.0,Hepatitis A vaccine,Yes
4375,ARM,Armenia,EURO,2016.0,Hepatitis B vaccine,Yes
4376,ARM,Armenia,EURO,2016.0,HepB birth dose,Yes
4377,ARM,Armenia,EURO,2016.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4378,ARM,Armenia,EURO,2016.0,HPV (Human Papilloma Virus) vaccine,No
4379,ARM,Armenia,EURO,2016.0,IPV (Inactivated polio vaccine),Yes
4380,ARM,Armenia,EURO,2016.0,IPV (Inactivated polio vaccine) 2nd dose,No
4381,ARM,Armenia,EURO,2016.0,Japanese Encephalitis,No
4382,ARM,Armenia,EURO,2016.0,Measles-containing vaccine 2nd dose,Yes
4383,ARM,Armenia,EURO,2016.0,Meningococcal meningitis vaccines (all strains),Yes
4384,ARM,Armenia,EURO,2016.0,Mumps vaccine,Yes
4385,ARM,Armenia,EURO,2016.0,PCV (Pneumococcal conjugate vaccine),Yes
4386,ARM,Armenia,EURO,2016.0,PPV (Pneumococcal polysaccharide vaccine),No
4387,ARM,Armenia,EURO,2016.0,Rotavirus vaccine,Yes
4388,ARM,Armenia,EURO,2016.0,Rubella vaccine,Yes
4389,ARM,Armenia,EURO,2016.0,Seasonal Influenza vaccine,Yes
4390,ARM,Armenia,EURO,2016.0,Typhoid,No
4391,ARM,Armenia,EURO,2016.0,Varicella vaccine,No
4392,ARM,Armenia,EURO,2016.0,YF (Yellow fever) vaccine,No
4393,ARM,Armenia,EURO,2015.0,aP (acellular pertussis) vaccine,No
4394,ARM,Armenia,EURO,2015.0,Hepatitis A vaccine,Yes
4395,ARM,Armenia,EURO,2015.0,Hepatitis B vaccine,Yes
4396,ARM,Armenia,EURO,2015.0,HepB birth dose,Yes
4397,ARM,Armenia,EURO,2015.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4398,ARM,Armenia,EURO,2015.0,HPV (Human Papilloma Virus) vaccine,No
4399,ARM,Armenia,EURO,2015.0,IPV (Inactivated polio vaccine),No
4400,ARM,Armenia,EURO,2015.0,IPV (Inactivated polio vaccine) 2nd dose,No
4401,ARM,Armenia,EURO,2015.0,Japanese Encephalitis,No
4402,ARM,Armenia,EURO,2015.0,Measles-containing vaccine 2nd dose,Yes
4403,ARM,Armenia,EURO,2015.0,Meningococcal meningitis vaccines (all strains),Yes
4404,ARM,Armenia,EURO,2015.0,Mumps vaccine,Yes
4405,ARM,Armenia,EURO,2015.0,PCV (Pneumococcal conjugate vaccine),Yes
4406,ARM,Armenia,EURO,2015.0,PPV (Pneumococcal polysaccharide vaccine),No
4407,ARM,Armenia,EURO,2015.0,Rotavirus vaccine,Yes
4408,ARM,Armenia,EURO,2015.0,Rubella vaccine,Yes
4409,ARM,Armenia,EURO,2015.0,Seasonal Influenza vaccine,Yes
4410,ARM,Armenia,EURO,2015.0,Typhoid,No
4411,ARM,Armenia,EURO,2015.0,Varicella vaccine,No
4412,ARM,Armenia,EURO,2015.0,YF (Yellow fever) vaccine,No
4413,ARM,Armenia,EURO,2014.0,aP (acellular pertussis) vaccine,No
4414,ARM,Armenia,EURO,2014.0,Hepatitis A vaccine,No
4415,ARM,Armenia,EURO,2014.0,Hepatitis B vaccine,Yes
4416,ARM,Armenia,EURO,2014.0,HepB birth dose,Yes
4417,ARM,Armenia,EURO,2014.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4418,ARM,Armenia,EURO,2014.0,HPV (Human Papilloma Virus) vaccine,No
4419,ARM,Armenia,EURO,2014.0,IPV (Inactivated polio vaccine),No
4420,ARM,Armenia,EURO,2014.0,IPV (Inactivated polio vaccine) 2nd dose,No
4421,ARM,Armenia,EURO,2014.0,Japanese Encephalitis,No
4422,ARM,Armenia,EURO,2014.0,Measles-containing vaccine 2nd dose,Yes
4423,ARM,Armenia,EURO,2014.0,Meningococcal meningitis vaccines (all strains),No
4424,ARM,Armenia,EURO,2014.0,Mumps vaccine,Yes
4425,ARM,Armenia,EURO,2014.0,PCV (Pneumococcal conjugate vaccine),Yes
4426,ARM,Armenia,EURO,2014.0,PPV (Pneumococcal polysaccharide vaccine),No
4427,ARM,Armenia,EURO,2014.0,Rotavirus vaccine,Yes
4428,ARM,Armenia,EURO,2014.0,Rubella vaccine,Yes
4429,ARM,Armenia,EURO,2014.0,Seasonal Influenza vaccine,No
4430,ARM,Armenia,EURO,2014.0,Typhoid,No
4431,ARM,Armenia,EURO,2014.0,Varicella vaccine,No
4432,ARM,Armenia,EURO,2014.0,YF (Yellow fever) vaccine,No
4433,ARM,Armenia,EURO,2013.0,aP (acellular pertussis) vaccine,No
4434,ARM,Armenia,EURO,2013.0,Hepatitis A vaccine,No
4435,ARM,Armenia,EURO,2013.0,Hepatitis B vaccine,Yes
4436,ARM,Armenia,EURO,2013.0,HepB birth dose,Yes
4437,ARM,Armenia,EURO,2013.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4438,ARM,Armenia,EURO,2013.0,HPV (Human Papilloma Virus) vaccine,No
4439,ARM,Armenia,EURO,2013.0,IPV (Inactivated polio vaccine),No
4440,ARM,Armenia,EURO,2013.0,IPV (Inactivated polio vaccine) 2nd dose,No
4441,ARM,Armenia,EURO,2013.0,Japanese Encephalitis,No
4442,ARM,Armenia,EURO,2013.0,Measles-containing vaccine 2nd dose,Yes
4443,ARM,Armenia,EURO,2013.0,Meningococcal meningitis vaccines (all strains),No
4444,ARM,Armenia,EURO,2013.0,Mumps vaccine,Yes
4445,ARM,Armenia,EURO,2013.0,PCV (Pneumococcal conjugate vaccine),No
4446,ARM,Armenia,EURO,2013.0,PPV (Pneumococcal polysaccharide vaccine),No
4447,ARM,Armenia,EURO,2013.0,Rotavirus vaccine,Yes
4448,ARM,Armenia,EURO,2013.0,Rubella vaccine,Yes
4449,ARM,Armenia,EURO,2013.0,Seasonal Influenza vaccine,No
4450,ARM,Armenia,EURO,2013.0,Typhoid,No
4451,ARM,Armenia,EURO,2013.0,Varicella vaccine,No
4452,ARM,Armenia,EURO,2013.0,YF (Yellow fever) vaccine,No
4453,ARM,Armenia,EURO,2012.0,aP (acellular pertussis) vaccine,No
4454,ARM,Armenia,EURO,2012.0,Hepatitis A vaccine,No
4455,ARM,Armenia,EURO,2012.0,Hepatitis B vaccine,Yes
4456,ARM,Armenia,EURO,2012.0,HepB birth dose,Yes
4457,ARM,Armenia,EURO,2012.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4458,ARM,Armenia,EURO,2012.0,HPV (Human Papilloma Virus) vaccine,No
4459,ARM,Armenia,EURO,2012.0,IPV (Inactivated polio vaccine),No
4460,ARM,Armenia,EURO,2012.0,IPV (Inactivated polio vaccine) 2nd dose,No
4461,ARM,Armenia,EURO,2012.0,Japanese Encephalitis,No
4462,ARM,Armenia,EURO,2012.0,Measles-containing vaccine 2nd dose,Yes
4463,ARM,Armenia,EURO,2012.0,Meningococcal meningitis vaccines (all strains),No
4464,ARM,Armenia,EURO,2012.0,Mumps vaccine,Yes
4465,ARM,Armenia,EURO,2012.0,PCV (Pneumococcal conjugate vaccine),No
4466,ARM,Armenia,EURO,2012.0,PPV (Pneumococcal polysaccharide vaccine),No
4467,ARM,Armenia,EURO,2012.0,Rotavirus vaccine,Yes
4468,ARM,Armenia,EURO,2012.0,Rubella vaccine,Yes
4469,ARM,Armenia,EURO,2012.0,Seasonal Influenza vaccine,No
4470,ARM,Armenia,EURO,2012.0,Typhoid,No
4471,ARM,Armenia,EURO,2012.0,Varicella vaccine,No
4472,ARM,Armenia,EURO,2012.0,YF (Yellow fever) vaccine,No
4473,ARM,Armenia,EURO,2011.0,aP (acellular pertussis) vaccine,No
4474,ARM,Armenia,EURO,2011.0,Hepatitis A vaccine,No
4475,ARM,Armenia,EURO,2011.0,Hepatitis B vaccine,Yes
4476,ARM,Armenia,EURO,2011.0,HepB birth dose,Yes
4477,ARM,Armenia,EURO,2011.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4478,ARM,Armenia,EURO,2011.0,HPV (Human Papilloma Virus) vaccine,No
4479,ARM,Armenia,EURO,2011.0,IPV (Inactivated polio vaccine),No
4480,ARM,Armenia,EURO,2011.0,IPV (Inactivated polio vaccine) 2nd dose,No
4481,ARM,Armenia,EURO,2011.0,Japanese Encephalitis,No
4482,ARM,Armenia,EURO,2011.0,Measles-containing vaccine 2nd dose,Yes
4483,ARM,Armenia,EURO,2011.0,Meningococcal meningitis vaccines (all strains),No
4484,ARM,Armenia,EURO,2011.0,Mumps vaccine,Yes
4485,ARM,Armenia,EURO,2011.0,PCV (Pneumococcal conjugate vaccine),No
4486,ARM,Armenia,EURO,2011.0,PPV (Pneumococcal polysaccharide vaccine),No
4487,ARM,Armenia,EURO,2011.0,Rotavirus vaccine,No
4488,ARM,Armenia,EURO,2011.0,Rubella vaccine,Yes
4489,ARM,Armenia,EURO,2011.0,Seasonal Influenza vaccine,No
4490,ARM,Armenia,EURO,2011.0,Typhoid,No
4491,ARM,Armenia,EURO,2011.0,Varicella vaccine,No
4492,ARM,Armenia,EURO,2011.0,YF (Yellow fever) vaccine,No
4493,ARM,Armenia,EURO,2010.0,aP (acellular pertussis) vaccine,No
4494,ARM,Armenia,EURO,2010.0,Hepatitis A vaccine,No
4495,ARM,Armenia,EURO,2010.0,Hepatitis B vaccine,Yes
4496,ARM,Armenia,EURO,2010.0,HepB birth dose,Yes
4497,ARM,Armenia,EURO,2010.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4498,ARM,Armenia,EURO,2010.0,HPV (Human Papilloma Virus) vaccine,No
4499,ARM,Armenia,EURO,2010.0,IPV (Inactivated polio vaccine),No
4500,ARM,Armenia,EURO,2010.0,IPV (Inactivated polio vaccine) 2nd dose,No
4501,ARM,Armenia,EURO,2010.0,Japanese Encephalitis,No
4502,ARM,Armenia,EURO,2010.0,Measles-containing vaccine 2nd dose,Yes
4503,ARM,Armenia,EURO,2010.0,Meningococcal meningitis vaccines (all strains),No
4504,ARM,Armenia,EURO,2010.0,Mumps vaccine,Yes
4505,ARM,Armenia,EURO,2010.0,PCV (Pneumococcal conjugate vaccine),No
4506,ARM,Armenia,EURO,2010.0,PPV (Pneumococcal polysaccharide vaccine),No
4507,ARM,Armenia,EURO,2010.0,Rotavirus vaccine,No
4508,ARM,Armenia,EURO,2010.0,Rubella vaccine,Yes
4509,ARM,Armenia,EURO,2010.0,Seasonal Influenza vaccine,No
4510,ARM,Armenia,EURO,2010.0,Typhoid,No
4511,ARM,Armenia,EURO,2010.0,Varicella vaccine,No
4512,ARM,Armenia,EURO,2010.0,YF (Yellow fever) vaccine,No
4513,ARM,Armenia,EURO,2009.0,aP (acellular pertussis) vaccine,No
4514,ARM,Armenia,EURO,2009.0,Hepatitis A vaccine,No
4515,ARM,Armenia,EURO,2009.0,Hepatitis B vaccine,Yes
4516,ARM,Armenia,EURO,2009.0,HepB birth dose,Yes
4517,ARM,Armenia,EURO,2009.0,Hib (Haemophilus influenzae type B) vaccine,Yes
4518,ARM,Armenia,EURO,2009.0,HPV (Human Papilloma Virus) vaccine,No
4519,ARM,Armenia,EURO,2009.0,IPV (Inactivated polio vaccine),No
4520,ARM,Armenia,EURO,2009.0,IPV (Inactivated polio vaccine) 2nd dose,No
4521,ARM,Armenia,EURO,2009.0,Japanese Encephalitis,No
4522,ARM,Armenia,EURO,2009.0,Measles-containing vaccine 2nd dose,Yes
4523,ARM,Armenia,EURO,2009.0,Meningococcal meningitis vaccines (all strains),No
4524,ARM,Armenia,EURO,2009.0,Mumps vaccine,Yes
4525,ARM,Armenia,EURO,2009.0,PCV (Pneumococcal conjugate vaccine),No
4526,ARM,Armenia,EURO,2009.0,PPV (Pneumococcal polysaccharide vaccine),No
4527,ARM,Armenia,EURO,2009.0,Rotavirus vaccine,No
4528,ARM,Armenia,EURO,2009.0,Rubella vaccine,Yes
4529,ARM,Armenia,EURO,2009.0,Seasonal Influenza vaccine,No
4530,ARM,Armenia,EURO,2009.0,Typhoid,No
4531,ARM,Armenia,EURO,2009.0,Varicella vaccine,No
4532,ARM,Armenia,EURO,2009.0,YF (Yellow fever) vaccine,No
4533,ARM,Armenia,EURO,2008.0,aP (acellular pertussis) vaccine,No
4534,ARM,Armenia,EURO,2008.0,Hepatitis A vaccine,No
4535,ARM,Armenia,EURO,2008.0,Hepatitis B vaccine,Yes
4536,ARM,Armenia,EURO,2008.0,HepB birth dose,Yes
4537,ARM,Armenia,EURO,2008.0,Hib (Haemophilus influenzae type B) vaccine,No
4538,ARM,Armenia,EURO,2008.0,HPV (Human Papilloma Virus) vaccine,No
4539,ARM,Armenia,EURO,2008.0,IPV (Inactivated polio vaccine),No
4540,ARM,Armenia,EURO,2008.0,IPV (Inactivated polio vaccine) 2nd dose,No
4541,ARM,Armenia,EURO,2008.0,Japanese Encephalitis,No
4542,ARM,Armenia,EURO,2008.0,Measles-containing vaccine 2nd dose,Yes
4543,ARM,Armenia,EURO,2008.0,Meningococcal meningitis vaccines (all strains),No
4544,ARM,Armenia,EURO,2008.0,Mumps vaccine,Yes
4545,ARM,Armenia,EURO,2008.0,PCV (Pneumococcal conjugate vaccine),No
4546,ARM,Armenia,EURO,2008.0,PPV (Pneumococcal polysaccharide vaccine),No
4547,ARM,Armenia,EURO,2008.0,Rotavirus vaccine,No
4548,ARM,Armenia,EURO,2008.0,Rubella vaccine,Yes
4549,ARM,Armenia,EURO,2008.0,Seasonal Influenza vaccine,No
4550,ARM,Armenia,EURO,2008.0,Typhoid,No
4551,ARM,Armenia,EURO,2008.0,Varicella vaccine,No
4552,ARM,Armenia,EURO,2008.0,YF (Yellow fever) vaccine,No
4553,ARM,Armenia,EURO,2007.0,aP (acellular pertussis) vaccine,No
4554,ARM,Armenia,EURO,2007.0,Hepatitis A vaccine,No
4555,ARM,Armenia,EURO,2007.0,Hepatitis B vaccine,Yes
4556,ARM,Armenia,EURO,2007.0,HepB birth dose,Yes
4557,ARM,Armenia,EURO,2007.0,Hib (Haemophilus influenzae type B) vaccine,No
4558,ARM,Armenia,EURO,2007.0,HPV (Human Papilloma Virus) vaccine,No
4559,ARM,Armenia,EURO,2007.0,IPV (Inactivated polio vaccine),No
4560,ARM,Armenia,EURO,2007.0,IPV (Inactivated polio vaccine) 2nd dose,No
4561,ARM,Armenia,EURO,2007.0,Japanese Encephalitis,No
4562,ARM,Armenia,EURO,2007.0,Measles-containing vaccine 2nd dose,Yes
4563,ARM,Armenia,EURO,2007.0,Meningococcal meningitis vaccines (all strains),No
4564,ARM,Armenia,EURO,2007.0,Mumps vaccine,Yes
4565,ARM,Armenia,EURO,2007.0,PCV (Pneumococcal conjugate vaccine),No
4566,ARM,Armenia,EURO,2007.0,PPV (Pneumococcal polysaccharide vaccine),No
4567,ARM,Armenia,EURO,2007.0,Rotavirus vaccine,No
4568,ARM,Armenia,EURO,2007.0,Rubella vaccine,Yes
4569,ARM,Armenia,EURO,2007.0,Seasonal Influenza vaccine,No
4570,ARM,Armenia,EURO,2007.0,Typhoid,No
4571,ARM,Armenia,EURO,2007.0,Varicella vaccine,No
4572,ARM,Armenia,EURO,2007.0,YF (Yellow fever) vaccine,No
4573,ARM,Armenia,EURO,2006.0,aP (acellular pertussis) vaccine,No
4574,ARM,Armenia,EURO,2006.0,Hepatitis A vaccine,No
4575,ARM,Armenia,EURO,2006.0,Hepatitis B vaccine,Yes
4576,ARM,Armenia,EURO,2006.0,HepB birth dose,Yes
4577,ARM,Armenia,EURO,2006.0,Hib (Haemophilus influenzae type B) vaccine,No
4578,ARM,Armenia,EURO,2006.0,HPV (Human Papilloma Virus) vaccine,No
4579,ARM,Armenia,EURO,2006.0,IPV (Inactivated polio vaccine),No
4580,ARM,Armenia,EURO,2006.0,IPV (Inactivated polio vaccine) 2nd dose,No
4581,ARM,Armenia,EURO,2006.0,Japanese Encephalitis,No
4582,ARM,Armenia,EURO,2006.0,Measles-containing vaccine 2nd dose,Yes
4583,ARM,Armenia,EURO,2006.0,Meningococcal meningitis vaccines (all strains),No
4584,ARM,Armenia,EURO,2006.0,Mumps vaccine,Yes
4585,ARM,Armenia,EURO,2006.0,PCV (Pneumococcal conjugate vaccine),No
4586,ARM,Armenia,EURO,2006.0,PPV (Pneumococcal polysaccharide vaccine),No
4587,ARM,Armenia,EURO,2006.0,Rotavirus vaccine,No
4588,ARM,Armenia,EURO,2006.0,Rubella vaccine,Yes
4589,ARM,Armenia,EURO,2006.0,Seasonal Influenza vaccine,No
4590,ARM,Armenia,EURO,2006.0,Typhoid,No
4591,ARM,Armenia,EURO,2006.0,Varicella vaccine,No
4592,ARM,Armenia,EURO,2006.0,YF (Yellow fever) vaccine,No
4593,ARM,Armenia,EURO,2005.0,aP (acellular pertussis) vaccine,No
4594,ARM,Armenia,EURO,2005.0,Hepatitis A vaccine,No
4595,ARM,Armenia,EURO,2005.0,Hepatitis B vaccine,Yes
4596,ARM,Armenia,EURO,2005.0,HepB birth dose,Yes
4597,ARM,Armenia,EURO,2005.0,Hib (Haemophilus influenzae type B) vaccine,No
4598,ARM,Armenia,EURO,2005.0,IPV (Inactivated polio vaccine),No
4599,ARM,Armenia,EURO,2005.0,IPV (Inactivated polio vaccine) 2nd dose,No
4600,ARM,Armenia,EURO,2005.0,Japanese Encephalitis,No
4601,ARM,Armenia,EURO,2005.0,Measles-containing vaccine 2nd dose,Yes
4602,ARM,Armenia,EURO,2005.0,Meningococcal meningitis vaccines (all strains),No
4603,ARM,Armenia,EURO,2005.0,Mumps vaccine,Yes
4604,ARM,Armenia,EURO,2005.0,PCV (Pneumococcal conjugate vaccine),No
4605,ARM,Armenia,EURO,2005.0,PPV (Pneumococcal polysaccharide vaccine),No
4606,ARM,Armenia,EURO,2005.0,Rubella vaccine,Yes
4607,ARM,Armenia,EURO,2005.0,Seasonal Influenza vaccine,No
4608,ARM,Armenia,EURO,2005.0,Typhoid,No
4609,ARM,Armenia,EURO,2005.0,Varicella vaccine,No
4610,ARM,Armenia,EURO,2005.0,YF (Yellow fever) vaccine,No
4611,ARM,Armenia,EURO,2004.0,aP (acellular pertussis) vaccine,No
4612,ARM,Armenia,EURO,2004.0,Hepatitis A vaccine,No
4613,ARM,Armenia,EURO,2004.0,Hepatitis B vaccine,Yes
4614,ARM,Armenia,EURO,2004.0,HepB birth dose,Yes
4615,ARM,Armenia,EURO,2004.0,Hib (Haemophilus influenzae type B) vaccine,No
4616,ARM,Armenia,EURO,2004.0,IPV (Inactivated polio vaccine),No
4617,ARM,Armenia,EURO,2004.0,IPV (Inactivated polio vaccine) 2nd dose,No
4618,ARM,Armenia,EURO,2004.0,Japanese Encephalitis,No
4619,ARM,Armenia,EURO,2004.0,Measles-containing vaccine 2nd dose,Yes
4620,ARM,Armenia,EURO,2004.0,Meningococcal meningitis vaccines (all strains),No
4621,ARM,Armenia,EURO,2004.0,Mumps vaccine,Yes
4622,ARM,Armenia,EURO,2004.0,PCV (Pneumococcal conjugate vaccine),No
4623,ARM,Armenia,EURO,2004.0,PPV (Pneumococcal polysaccharide vaccine),No
4624,ARM,Armenia,EURO,2004.0,Rubella vaccine,Yes
4625,ARM,Armenia,EURO,2004.0,Seasonal Influenza vaccine,No
4626,ARM,Armenia,EURO,2004.0,Typhoid,No
4627,ARM,Armenia,EURO,2004.0,Varicella vaccine,No
4628,ARM,Armenia,EURO,2004.0,YF (Yellow fever) vaccine,No
4629,ARM,Armenia,EURO,2003.0,aP (acellular pertussis) vaccine,No
4630,ARM,Armenia,EURO,2003.0,Hepatitis A vaccine,No
4631,ARM,Armenia,EURO,2003.0,Hepatitis B vaccine,Yes
4632,ARM,Armenia,EURO,2003.0,HepB birth dose,Yes
4633,ARM,Armenia,EURO,2003.0,Hib (Haemophilus influenzae type B) vaccine,No
4634,ARM,Armenia,EURO,2003.0,IPV (Inactivated polio vaccine),No
4635,ARM,Armenia,EURO,2003.0,IPV (Inactivated polio vaccine) 2nd dose,No
4636,ARM,Armenia,EURO,2003.0,Japanese Encephalitis,No
4637,ARM,Armenia,EURO,2003.0,Measles-containing vaccine 2nd dose,Yes
4638,ARM,Armenia,EURO,2003.0,Meningococcal meningitis vaccines (all strains),No
4639,ARM,Armenia,EURO,2003.0,Mumps vaccine,Yes
4640,ARM,Armenia,EURO,2003.0,PCV (Pneumococcal conjugate vaccine),No
4641,ARM,Armenia,EURO,2003.0,PPV (Pneumococcal polysaccharide vaccine),No
4642,ARM,Armenia,EURO,2003.0,Rubella vaccine,Yes
4643,ARM,Armenia,EURO,2003.0,Seasonal Influenza vaccine,No
4644,ARM,Armenia,EURO,2003.0,Typhoid,No
4645,ARM,Armenia,EURO,2003.0,Varicella vaccine,No
4646,ARM,Armenia,EURO,2003.0,YF (Yellow fever) vaccine,No
4647,ARM,Armenia,EURO,2002.0,aP (acellular pertussis) vaccine,No
4648,ARM,Armenia,EURO,2002.0,Hepatitis A vaccine,No
4649,ARM,Armenia,EURO,2002.0,Hepatitis B vaccine,Yes
4650,ARM,Armenia,EURO,2002.0,HepB birth dose,Yes
4651,ARM,Armenia,EURO,2002.0,Hib (Haemophilus influenzae type B) vaccine,No
4652,ARM,Armenia,EURO,2002.0,IPV (Inactivated polio vaccine),No
4653,ARM,Armenia,EURO,2002.0,IPV (Inactivated polio vaccine) 2nd dose,No
4654,ARM,Armenia,EURO,2002.0,Japanese Encephalitis,No
4655,ARM,Armenia,EURO,2002.0,Measles-containing vaccine 2nd dose,Yes
4656,ARM,Armenia,EURO,2002.0,Meningococcal meningitis vaccines (all strains),No
4657,ARM,Armenia,EURO,2002.0,Mumps vaccine,Yes
4658,ARM,Armenia,EURO,2002.0,PCV (Pneumococcal conjugate vaccine),No
4659,ARM,Armenia,EURO,2002.0,PPV (Pneumococcal polysaccharide vaccine),No
4660,ARM,Armenia,EURO,2002.0,Rubella vaccine,Yes
4661,ARM,Armenia,EURO,2002.0,Seasonal Influenza vaccine,No
4662,ARM,Armenia,EURO,2002.0,Typhoid,No
4663,ARM,Armenia,EURO,2002.0,Varicella vaccine,No
4664,ARM,Armenia,EURO,2002.0,YF (Yellow fever) vaccine,No
4665,ARM,Armenia,EURO,2001.0,aP (acellular pertussis) vaccine,No
4666,ARM,Armenia,EURO,2001.0,Hepatitis B vaccine,Yes
4667,ARM,Armenia,EURO,2001.0,HepB birth dose,Yes
4668,ARM,Armenia,EURO,2001.0,Hib (Haemophilus influenzae type B) vaccine,No
4669,ARM,Armenia,EURO,2001.0,IPV (Inactivated polio vaccine),No
4670,ARM,Armenia,EURO,2001.0,Japanese Encephalitis,No
4671,ARM,Armenia,EURO,2001.0,Measles-containing vaccine 2nd dose,Yes
4672,ARM,Armenia,EURO,2001.0,Meningococcal meningitis vaccines (all strains),No
4673,ARM,Armenia,EURO,2001.0,Mumps vaccine,Yes
4674,ARM,Armenia,EURO,2001.0,PCV (Pneumococcal conjugate vaccine),No
4675,ARM,Armenia,EURO,2001.0,PPV (Pneumococcal polysaccharide vaccine),No
4676,ARM,Armenia,EURO,2001.0,Rubella vaccine,No
4677,ARM,Armenia,EURO,2001.0,Seasonal Influenza vaccine,No
4678,ARM,Armenia,EURO,2001.0,Varicella vaccine,No
4679,ARM,Armenia,EURO,2001.0,YF (Yellow fever) vaccine,No
4680,ARM,Armenia,EURO,2000.0,Hepatitis B vaccine,Yes
4681,ARM,Armenia,EURO,2000.0,HepB birth dose,Yes
4682,ARM,Armenia,EURO,2000.0,Hib (Haemophilus influenzae type B) vaccine,No
4683,ARM,Armenia,EURO,2000.0,IPV (Inactivated polio vaccine),No
