,GROUP,CODE,NAME,YEAR,DISEASE,DISEASE_DESCRIPTION,DENOMINATOR,INCIDENCE_RATE
5409,COUNTRIES,BGD,Bangladesh,2023.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
5410,COUNTRIES,BGD,Bangladesh,2022.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.5
5411,COUNTRIES,BGD,Bangladesh,2022.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
5412,COUNTRIES,BGD,Bangladesh,2022.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.5
5413,COUNTRIES,BGD,Bangladesh,2022.0,MEASLES,Measles,"per 1,000,000 total population",1.8
5414,COUNTRIES,BGD,Bangladesh,2022.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5415,COUNTRIES,BGD,Bangladesh,2022.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
5416,COUNTRIES,BGD,Bangladesh,2022.0,RUBELLA,Rubella,"per 1,000,000 total population",1.4
5417,COUNTRIES,BGD,Bangladesh,2022.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.1
5418,COUNTRIES,BGD,Bangladesh,2021.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.5
5419,COUNTRIES,BGD,Bangladesh,2021.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
5420,COUNTRIES,BGD,Bangladesh,2021.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.5
5421,COUNTRIES,BGD,Bangladesh,2021.0,MEASLES,Measles,"per 1,000,000 total population",1.2
5422,COUNTRIES,BGD,Bangladesh,2021.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5423,COUNTRIES,BGD,Bangladesh,2021.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
5424,COUNTRIES,BGD,Bangladesh,2021.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5425,COUNTRIES,BGD,Bangladesh,2021.0,RUBELLA,Rubella,"per 1,000,000 total population",0.8
5426,COUNTRIES,BGD,Bangladesh,2021.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.2
5427,COUNTRIES,BGD,Bangladesh,2020.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.4
5428,COUNTRIES,BGD,Bangladesh,2020.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
5429,COUNTRIES,BGD,Bangladesh,2020.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.2
5430,COUNTRIES,BGD,Bangladesh,2020.0,MEASLES,Measles,"per 1,000,000 total population",14.5
5431,COUNTRIES,BGD,Bangladesh,2020.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5432,COUNTRIES,BGD,Bangladesh,2020.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
5433,COUNTRIES,BGD,Bangladesh,2020.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5434,COUNTRIES,BGD,Bangladesh,2020.0,TTETANUS,Total tetanus,"per 1,000,000 total population",0.4
5435,COUNTRIES,BGD,Bangladesh,2019.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.5
5436,COUNTRIES,BGD,Bangladesh,2019.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
5437,COUNTRIES,BGD,Bangladesh,2019.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.5
5438,COUNTRIES,BGD,Bangladesh,2019.0,MEASLES,Measles,"per 1,000,000 total population",35.3
5439,COUNTRIES,BGD,Bangladesh,2019.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5440,COUNTRIES,BGD,Bangladesh,2019.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.1
5441,COUNTRIES,BGD,Bangladesh,2019.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5442,COUNTRIES,BGD,Bangladesh,2019.0,RUBELLA,Rubella,"per 1,000,000 total population",1.1
5443,COUNTRIES,BGD,Bangladesh,2019.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.0
5444,COUNTRIES,BGD,Bangladesh,2018.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.4
5445,COUNTRIES,BGD,Bangladesh,2018.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.2
5446,COUNTRIES,BGD,Bangladesh,2018.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.6
5447,COUNTRIES,BGD,Bangladesh,2018.0,MEASLES,Measles,"per 1,000,000 total population",13.8
5448,COUNTRIES,BGD,Bangladesh,2018.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5449,COUNTRIES,BGD,Bangladesh,2018.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
5450,COUNTRIES,BGD,Bangladesh,2018.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5451,COUNTRIES,BGD,Bangladesh,2018.0,RUBELLA,Rubella,"per 1,000,000 total population",1.9
5452,COUNTRIES,BGD,Bangladesh,2018.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.4
5453,COUNTRIES,BGD,Bangladesh,2017.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.5
5454,COUNTRIES,BGD,Bangladesh,2017.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
5455,COUNTRIES,BGD,Bangladesh,2017.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.1
5456,COUNTRIES,BGD,Bangladesh,2017.0,MEASLES,Measles,"per 1,000,000 total population",24.7
5457,COUNTRIES,BGD,Bangladesh,2017.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5458,COUNTRIES,BGD,Bangladesh,2017.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
5459,COUNTRIES,BGD,Bangladesh,2017.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5460,COUNTRIES,BGD,Bangladesh,2017.0,RUBELLA,Rubella,"per 1,000,000 total population",1.8
5461,COUNTRIES,BGD,Bangladesh,2017.0,TTETANUS,Total tetanus,"per 1,000,000 total population",2.2
5462,COUNTRIES,BGD,Bangladesh,2016.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.3
5463,COUNTRIES,BGD,Bangladesh,2016.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
5464,COUNTRIES,BGD,Bangladesh,2016.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",8.0
5465,COUNTRIES,BGD,Bangladesh,2016.0,MEASLES,Measles,"per 1,000,000 total population",6.0
5466,COUNTRIES,BGD,Bangladesh,2016.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5467,COUNTRIES,BGD,Bangladesh,2016.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
5468,COUNTRIES,BGD,Bangladesh,2016.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5469,COUNTRIES,BGD,Bangladesh,2016.0,RUBELLA,Rubella,"per 1,000,000 total population",1.0
5470,COUNTRIES,BGD,Bangladesh,2016.0,TTETANUS,Total tetanus,"per 1,000,000 total population",2.7
5471,COUNTRIES,BGD,Bangladesh,2015.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.3
5472,COUNTRIES,BGD,Bangladesh,2015.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
5473,COUNTRIES,BGD,Bangladesh,2015.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.5
5474,COUNTRIES,BGD,Bangladesh,2015.0,MEASLES,Measles,"per 1,000,000 total population",1.5
5475,COUNTRIES,BGD,Bangladesh,2015.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5476,COUNTRIES,BGD,Bangladesh,2015.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.1
5477,COUNTRIES,BGD,Bangladesh,2015.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5478,COUNTRIES,BGD,Bangladesh,2015.0,RUBELLA,Rubella,"per 1,000,000 total population",1.2
5479,COUNTRIES,BGD,Bangladesh,2015.0,TTETANUS,Total tetanus,"per 1,000,000 total population",3.5
5480,COUNTRIES,BGD,Bangladesh,2014.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.2
5481,COUNTRIES,BGD,Bangladesh,2014.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
5482,COUNTRIES,BGD,Bangladesh,2014.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",1.2
5483,COUNTRIES,BGD,Bangladesh,2014.0,MEASLES,Measles,"per 1,000,000 total population",1.8
5484,COUNTRIES,BGD,Bangladesh,2014.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.1
5485,COUNTRIES,BGD,Bangladesh,2014.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5486,COUNTRIES,BGD,Bangladesh,2014.0,RUBELLA,Rubella,"per 1,000,000 total population",2.4
5487,COUNTRIES,BGD,Bangladesh,2013.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.1
5488,COUNTRIES,BGD,Bangladesh,2013.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
5489,COUNTRIES,BGD,Bangladesh,2013.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.1
5490,COUNTRIES,BGD,Bangladesh,2013.0,MEASLES,Measles,"per 1,000,000 total population",1.5
5491,COUNTRIES,BGD,Bangladesh,2013.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5492,COUNTRIES,BGD,Bangladesh,2013.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
5493,COUNTRIES,BGD,Bangladesh,2013.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5494,COUNTRIES,BGD,Bangladesh,2013.0,RUBELLA,Rubella,"per 1,000,000 total population",19.4
5495,COUNTRIES,BGD,Bangladesh,2013.0,TTETANUS,Total tetanus,"per 1,000,000 total population",3.2
5496,COUNTRIES,BGD,Bangladesh,2012.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
5497,COUNTRIES,BGD,Bangladesh,2012.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.3
5498,COUNTRIES,BGD,Bangladesh,2012.0,MEASLES,Measles,"per 1,000,000 total population",12.8
5499,COUNTRIES,BGD,Bangladesh,2012.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5500,COUNTRIES,BGD,Bangladesh,2012.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.1
5501,COUNTRIES,BGD,Bangladesh,2012.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5502,COUNTRIES,BGD,Bangladesh,2012.0,RUBELLA,Rubella,"per 1,000,000 total population",20.9
5503,COUNTRIES,BGD,Bangladesh,2012.0,TTETANUS,Total tetanus,"per 1,000,000 total population",4.0
5504,COUNTRIES,BGD,Bangladesh,2011.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
5505,COUNTRIES,BGD,Bangladesh,2011.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.7
5506,COUNTRIES,BGD,Bangladesh,2011.0,MEASLES,Measles,"per 1,000,000 total population",36.6
5507,COUNTRIES,BGD,Bangladesh,2011.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5508,COUNTRIES,BGD,Bangladesh,2011.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.3
5509,COUNTRIES,BGD,Bangladesh,2011.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5510,COUNTRIES,BGD,Bangladesh,2011.0,RUBELLA,Rubella,"per 1,000,000 total population",36.7
5511,COUNTRIES,BGD,Bangladesh,2011.0,TTETANUS,Total tetanus,"per 1,000,000 total population",4.2
5512,COUNTRIES,BGD,Bangladesh,2010.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.2
5513,COUNTRIES,BGD,Bangladesh,2010.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.1
5514,COUNTRIES,BGD,Bangladesh,2010.0,MEASLES,Measles,"per 1,000,000 total population",5.2
5515,COUNTRIES,BGD,Bangladesh,2010.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5516,COUNTRIES,BGD,Bangladesh,2010.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.1
5517,COUNTRIES,BGD,Bangladesh,2010.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5518,COUNTRIES,BGD,Bangladesh,2010.0,RUBELLA,Rubella,"per 1,000,000 total population",85.2
5519,COUNTRIES,BGD,Bangladesh,2010.0,TTETANUS,Total tetanus,"per 1,000,000 total population",4.7
5520,COUNTRIES,BGD,Bangladesh,2009.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.2
5521,COUNTRIES,BGD,Bangladesh,2009.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.1
5522,COUNTRIES,BGD,Bangladesh,2009.0,MEASLES,Measles,"per 1,000,000 total population",4.8
5523,COUNTRIES,BGD,Bangladesh,2009.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5524,COUNTRIES,BGD,Bangladesh,2009.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.1
5525,COUNTRIES,BGD,Bangladesh,2009.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5526,COUNTRIES,BGD,Bangladesh,2009.0,RUBELLA,Rubella,"per 1,000,000 total population",86.7
5527,COUNTRIES,BGD,Bangladesh,2009.0,TTETANUS,Total tetanus,"per 1,000,000 total population",5.2
5528,COUNTRIES,BGD,Bangladesh,2008.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.3
5529,COUNTRIES,BGD,Bangladesh,2008.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",4.7
5530,COUNTRIES,BGD,Bangladesh,2008.0,MEASLES,Measles,"per 1,000,000 total population",17.8
5531,COUNTRIES,BGD,Bangladesh,2008.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
5532,COUNTRIES,BGD,Bangladesh,2008.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.2
5533,COUNTRIES,BGD,Bangladesh,2008.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5534,COUNTRIES,BGD,Bangladesh,2008.0,RUBELLA,Rubella,"per 1,000,000 total population",37.0
5535,COUNTRIES,BGD,Bangladesh,2008.0,TTETANUS,Total tetanus,"per 1,000,000 total population",6.3
5536,COUNTRIES,BGD,Bangladesh,2007.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.6
5537,COUNTRIES,BGD,Bangladesh,2007.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",1.4
5538,COUNTRIES,BGD,Bangladesh,2007.0,MEASLES,Measles,"per 1,000,000 total population",19.8
5539,COUNTRIES,BGD,Bangladesh,2007.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
5540,COUNTRIES,BGD,Bangladesh,2007.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.6
5541,COUNTRIES,BGD,Bangladesh,2007.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5542,COUNTRIES,BGD,Bangladesh,2007.0,RUBELLA,Rubella,"per 1,000,000 total population",89.4
5543,COUNTRIES,BGD,Bangladesh,2007.0,TTETANUS,Total tetanus,"per 1,000,000 total population",7.0
5544,COUNTRIES,BGD,Bangladesh,2006.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.2
5545,COUNTRIES,BGD,Bangladesh,2006.0,MEASLES,Measles,"per 1,000,000 total population",42.3
5546,COUNTRIES,BGD,Bangladesh,2006.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
5547,COUNTRIES,BGD,Bangladesh,2006.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.3
5548,COUNTRIES,BGD,Bangladesh,2006.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.3
5549,COUNTRIES,BGD,Bangladesh,2006.0,RUBELLA,Rubella,"per 1,000,000 total population",23.3
5550,COUNTRIES,BGD,Bangladesh,2006.0,TTETANUS,Total tetanus,"per 1,000,000 total population",8.4
5551,COUNTRIES,BGD,Bangladesh,2005.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.9
5552,COUNTRIES,BGD,Bangladesh,2005.0,MEASLES,Measles,"per 1,000,000 total population",179.2
5553,COUNTRIES,BGD,Bangladesh,2005.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
5554,COUNTRIES,BGD,Bangladesh,2005.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.9
5555,COUNTRIES,BGD,Bangladesh,2005.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5556,COUNTRIES,BGD,Bangladesh,2005.0,RUBELLA,Rubella,"per 1,000,000 total population",63.8
5557,COUNTRIES,BGD,Bangladesh,2005.0,TTETANUS,Total tetanus,"per 1,000,000 total population",9.6
5558,COUNTRIES,BGD,Bangladesh,2004.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.8
5559,COUNTRIES,BGD,Bangladesh,2004.0,MEASLES,Measles,"per 1,000,000 total population",68.2
5560,COUNTRIES,BGD,Bangladesh,2004.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5561,COUNTRIES,BGD,Bangladesh,2004.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",1.0
5562,COUNTRIES,BGD,Bangladesh,2004.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5563,COUNTRIES,BGD,Bangladesh,2004.0,RUBELLA,Rubella,"per 1,000,000 total population",2.3
5564,COUNTRIES,BGD,Bangladesh,2004.0,TTETANUS,Total tetanus,"per 1,000,000 total population",13.3
5565,COUNTRIES,BGD,Bangladesh,2003.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.6
5566,COUNTRIES,BGD,Bangladesh,2003.0,MEASLES,Measles,"per 1,000,000 total population",28.9
5567,COUNTRIES,BGD,Bangladesh,2003.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
5568,COUNTRIES,BGD,Bangladesh,2003.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",2.4
5569,COUNTRIES,BGD,Bangladesh,2003.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5570,COUNTRIES,BGD,Bangladesh,2003.0,TTETANUS,Total tetanus,"per 1,000,000 total population",5.1
5571,COUNTRIES,BGD,Bangladesh,2002.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.5
5572,COUNTRIES,BGD,Bangladesh,2002.0,MEASLES,Measles,"per 1,000,000 total population",25.1
5573,COUNTRIES,BGD,Bangladesh,2002.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
5574,COUNTRIES,BGD,Bangladesh,2002.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",4.2
5575,COUNTRIES,BGD,Bangladesh,2002.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5576,COUNTRIES,BGD,Bangladesh,2002.0,TTETANUS,Total tetanus,"per 1,000,000 total population",7.5
5577,COUNTRIES,BGD,Bangladesh,2001.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.9
5578,COUNTRIES,BGD,Bangladesh,2001.0,MEASLES,Measles,"per 1,000,000 total population",32.3
5579,COUNTRIES,BGD,Bangladesh,2001.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
5580,COUNTRIES,BGD,Bangladesh,2001.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.1
5581,COUNTRIES,BGD,Bangladesh,2001.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
5582,COUNTRIES,BGD,Bangladesh,2001.0,TTETANUS,Total tetanus,"per 1,000,000 total population",8.9
5583,COUNTRIES,BGD,Bangladesh,2000.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.2
5584,COUNTRIES,BGD,Bangladesh,2000.0,MEASLES,Measles,"per 1,000,000 total population",37.9
5585,COUNTRIES,BGD,Bangladesh,2000.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
5586,COUNTRIES,BGD,Bangladesh,2000.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",1.9
5587,COUNTRIES,BGD,Bangladesh,2000.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",3.9
5588,COUNTRIES,BGD,Bangladesh,2000.0,TTETANUS,Total tetanus,"per 1,000,000 total population",8.6
5589,COUNTRIES,BGD,Bangladesh,1999.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.4
5590,COUNTRIES,BGD,Bangladesh,1999.0,MEASLES,Measles,"per 1,000,000 total population",42.9
5591,COUNTRIES,BGD,Bangladesh,1999.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
5592,COUNTRIES,BGD,Bangladesh,1999.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",3.9
5593,COUNTRIES,BGD,Bangladesh,1999.0,TTETANUS,Total tetanus,"per 1,000,000 total population",13.7
5594,COUNTRIES,BGD,Bangladesh,1998.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.9
5595,COUNTRIES,BGD,Bangladesh,1998.0,MEASLES,Measles,"per 1,000,000 total population",50.3
5596,COUNTRIES,BGD,Bangladesh,1998.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5597,COUNTRIES,BGD,Bangladesh,1998.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",6.3
5598,COUNTRIES,BGD,Bangladesh,1998.0,TTETANUS,Total tetanus,"per 1,000,000 total population",15.4
5599,COUNTRIES,BGD,Bangladesh,1997.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.8
5600,COUNTRIES,BGD,Bangladesh,1997.0,MEASLES,Measles,"per 1,000,000 total population",81.2
5601,COUNTRIES,BGD,Bangladesh,1997.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5602,COUNTRIES,BGD,Bangladesh,1997.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",5.3
5603,COUNTRIES,BGD,Bangladesh,1997.0,TTETANUS,Total tetanus,"per 1,000,000 total population",24.6
5604,COUNTRIES,BGD,Bangladesh,1996.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.3
5605,COUNTRIES,BGD,Bangladesh,1996.0,MEASLES,Measles,"per 1,000,000 total population",39.5
5606,COUNTRIES,BGD,Bangladesh,1996.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5607,COUNTRIES,BGD,Bangladesh,1996.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",10.4
5608,COUNTRIES,BGD,Bangladesh,1995.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.3
5609,COUNTRIES,BGD,Bangladesh,1995.0,MEASLES,Measles,"per 1,000,000 total population",40.7
5610,COUNTRIES,BGD,Bangladesh,1995.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5611,COUNTRIES,BGD,Bangladesh,1995.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",10.5
5612,COUNTRIES,BGD,Bangladesh,1995.0,TTETANUS,Total tetanus,"per 1,000,000 total population",25.4
5613,COUNTRIES,BGD,Bangladesh,1994.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.5
5614,COUNTRIES,BGD,Bangladesh,1994.0,MEASLES,Measles,"per 1,000,000 total population",79.5
5615,COUNTRIES,BGD,Bangladesh,1994.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5616,COUNTRIES,BGD,Bangladesh,1994.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",16.5
5617,COUNTRIES,BGD,Bangladesh,1994.0,TTETANUS,Total tetanus,"per 1,000,000 total population",27.5
5618,COUNTRIES,BGD,Bangladesh,1993.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",4.2
5619,COUNTRIES,BGD,Bangladesh,1993.0,MEASLES,Measles,"per 1,000,000 total population",46.1
5620,COUNTRIES,BGD,Bangladesh,1993.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5621,COUNTRIES,BGD,Bangladesh,1993.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",35.5
5622,COUNTRIES,BGD,Bangladesh,1993.0,TTETANUS,Total tetanus,"per 1,000,000 total population",26.5
5623,COUNTRIES,BGD,Bangladesh,1992.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",7.4
5624,COUNTRIES,BGD,Bangladesh,1992.0,MEASLES,Measles,"per 1,000,000 total population",49.7
5625,COUNTRIES,BGD,Bangladesh,1992.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5626,COUNTRIES,BGD,Bangladesh,1992.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",88.3
5627,COUNTRIES,BGD,Bangladesh,1992.0,TTETANUS,Total tetanus,"per 1,000,000 total population",32.6
5628,COUNTRIES,BGD,Bangladesh,1991.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",7.0
5629,COUNTRIES,BGD,Bangladesh,1991.0,MEASLES,Measles,"per 1,000,000 total population",81.7
5630,COUNTRIES,BGD,Bangladesh,1991.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5631,COUNTRIES,BGD,Bangladesh,1991.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",128.4
5632,COUNTRIES,BGD,Bangladesh,1991.0,TTETANUS,Total tetanus,"per 1,000,000 total population",23.4
5633,COUNTRIES,BGD,Bangladesh,1990.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",6.4
5634,COUNTRIES,BGD,Bangladesh,1990.0,MEASLES,Measles,"per 1,000,000 total population",15.3
5635,COUNTRIES,BGD,Bangladesh,1990.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
5636,COUNTRIES,BGD,Bangladesh,1990.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",43.7
5637,COUNTRIES,BGD,Bangladesh,1990.0,TTETANUS,Total tetanus,"per 1,000,000 total population",22.5
5638,COUNTRIES,BGD,Bangladesh,1989.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",11.2
5639,COUNTRIES,BGD,Bangladesh,1989.0,MEASLES,Measles,"per 1,000,000 total population",249.7
5640,COUNTRIES,BGD,Bangladesh,1989.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.3
5641,COUNTRIES,BGD,Bangladesh,1989.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",759.0
5642,COUNTRIES,BGD,Bangladesh,1989.0,TTETANUS,Total tetanus,"per 1,000,000 total population",73.0
5643,COUNTRIES,BGD,Bangladesh,1988.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",5.7
5644,COUNTRIES,BGD,Bangladesh,1988.0,MEASLES,Measles,"per 1,000,000 total population",107.0
5645,COUNTRIES,BGD,Bangladesh,1988.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.3
5646,COUNTRIES,BGD,Bangladesh,1988.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",184.7
5647,COUNTRIES,BGD,Bangladesh,1988.0,TTETANUS,Total tetanus,"per 1,000,000 total population",19.3
5648,COUNTRIES,BGD,Bangladesh,1987.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.2
5649,COUNTRIES,BGD,Bangladesh,1987.0,MEASLES,Measles,"per 1,000,000 total population",129.9
5650,COUNTRIES,BGD,Bangladesh,1987.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",328.0
5651,COUNTRIES,BGD,Bangladesh,1987.0,TTETANUS,Total tetanus,"per 1,000,000 total population",1.9
