,GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
4291,COUNTRIES,BGD,Bangladesh,2021.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3319225.0,3912190.0,117.86
4292,COUNTRIES,BGD,Bangladesh,2021.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3319225.0,3816789.0,114.99
4293,COUNTRIES,BGD,Bangladesh,2021.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,3319225.0,4003471.0,120.61
4294,COUNTRIES,BGD,Bangladesh,2021.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,3319225.0,3966691.0,119.51
4295,COUNTRIES,BGD,Bangladesh,2021.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,3319225.0,3919995.0,118.1
4296,COUNTRIES,BGD,Bangladesh,2021.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3319225.0,3925506.0,118.27
4297,COUNTRIES,BGD,Bangladesh,2021.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,3319225.0,3912190.0,117.86
4298,COUNTRIES,BGD,Bangladesh,2021.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3845023.0,1815327.0,47.21
4299,COUNTRIES,BGD,Bangladesh,2021.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,21987133.0,21125702.0,96.08
4300,COUNTRIES,BGD,Bangladesh,2020.0,BCG,BCG,ADMIN,Administrative coverage,3441465.0,3787022.0,110.04
4301,COUNTRIES,BGD,Bangladesh,2020.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3293482.0,3737688.0,113.49
4302,COUNTRIES,BGD,Bangladesh,2020.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3293482.0,3623348.0,110.02
4303,COUNTRIES,BGD,Bangladesh,2020.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3293482.0,3623348.0,110.02
4304,COUNTRIES,BGD,Bangladesh,2020.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3293482.0,3623348.0,110.02
4305,COUNTRIES,BGD,Bangladesh,2020.0,IPV1_FRAC,"Fractional inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,3293482.0,3683613.0,111.85
4306,COUNTRIES,BGD,Bangladesh,2020.0,IPV2_FRAC,"Fractional inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3293482.0,3554631.0,107.93
4307,COUNTRIES,BGD,Bangladesh,2020.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3293482.0,3570965.0,108.43
4308,COUNTRIES,BGD,Bangladesh,2020.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3293482.0,3522323.0,106.95
4309,COUNTRIES,BGD,Bangladesh,2020.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,3293482.0,3745257.0,113.72
4310,COUNTRIES,BGD,Bangladesh,2020.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,3293482.0,3669327.0,111.41
4311,COUNTRIES,BGD,Bangladesh,2020.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,3293482.0,3630847.0,110.24
4312,COUNTRIES,BGD,Bangladesh,2020.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3293482.0,3629177.0,110.19
4313,COUNTRIES,BGD,Bangladesh,2020.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,3293482.0,3570965.0,108.43
4314,COUNTRIES,BGD,Bangladesh,2020.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3785612.0,1795457.0,47.43
4315,COUNTRIES,BGD,Bangladesh,2020.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,21484331.0,20785857.0,96.75
4316,COUNTRIES,BGD,Bangladesh,2019.0,BCG,BCG,ADMIN,Administrative coverage,3408614.0,3931799.0,115.35
4317,COUNTRIES,BGD,Bangladesh,2019.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3262044.0,3923449.0,120.28
4318,COUNTRIES,BGD,Bangladesh,2019.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3262044.0,3848029.0,117.96
4319,COUNTRIES,BGD,Bangladesh,2019.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3262044.0,3848029.0,117.96
4320,COUNTRIES,BGD,Bangladesh,2019.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3262044.0,3848029.0,117.96
4321,COUNTRIES,BGD,Bangladesh,2019.0,IPV1_FRAC,"Fractional inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,3262044.0,3737144.0,114.56
4322,COUNTRIES,BGD,Bangladesh,2019.0,IPV2_FRAC,"Fractional inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3262044.0,3616624.0,110.87
4323,COUNTRIES,BGD,Bangladesh,2019.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3262044.0,3823144.0,117.2
4324,COUNTRIES,BGD,Bangladesh,2019.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3262044.0,3745124.0,114.81
4325,COUNTRIES,BGD,Bangladesh,2019.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,3262044.0,3911731.0,119.92
4326,COUNTRIES,BGD,Bangladesh,2019.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,3262044.0,3879505.0,118.93
4327,COUNTRIES,BGD,Bangladesh,2019.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,3262044.0,3844455.0,117.85
4328,COUNTRIES,BGD,Bangladesh,2019.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3262044.0,3847366.0,117.94
4329,COUNTRIES,BGD,Bangladesh,2019.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,3262044.0,3823144.0,117.2
4330,COUNTRIES,BGD,Bangladesh,2019.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3749475.0,1881977.0,50.19
4331,COUNTRIES,BGD,Bangladesh,2019.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,21205622.0,20936799.0,99.0
4332,COUNTRIES,BGD,Bangladesh,2018.0,BCG,BCG,ADMIN,Administrative coverage,3370437.0,3839010.0,113.9
4333,COUNTRIES,BGD,Bangladesh,2018.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3225508.0,3764922.0,116.72
4334,COUNTRIES,BGD,Bangladesh,2018.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3225508.0,3686023.0,114.28
4335,COUNTRIES,BGD,Bangladesh,2018.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3225508.0,3686023.0,114.0
4336,COUNTRIES,BGD,Bangladesh,2018.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3225508.0,3686023.0,114.0
4337,COUNTRIES,BGD,Bangladesh,2018.0,IPV1_FRAC,"Fractional inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,3225508.0,3765098.0,117.0
4338,COUNTRIES,BGD,Bangladesh,2018.0,IPV2_FRAC,"Fractional inactivated polio-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3225508.0,2923784.0,90.65
4339,COUNTRIES,BGD,Bangladesh,2018.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3225508.0,3722510.0,115.41
4340,COUNTRIES,BGD,Bangladesh,2018.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3225508.0,3648553.0,113.12
4341,COUNTRIES,BGD,Bangladesh,2018.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,3225508.0,3781681.0,117.24
4342,COUNTRIES,BGD,Bangladesh,2018.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,3225508.0,3736008.0,115.83
4343,COUNTRIES,BGD,Bangladesh,2018.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,3225508.0,3713678.0,115.13
4344,COUNTRIES,BGD,Bangladesh,2018.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3225508.0,3727506.0,116.0
4345,COUNTRIES,BGD,Bangladesh,2018.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3707481.0,1900688.0,51.27
4346,COUNTRIES,BGD,Bangladesh,2018.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,21160694.0,20914529.0,99.0
4347,COUNTRIES,BGD,Bangladesh,2017.0,BCG,BCG,ADMIN,Administrative coverage,3327304.0,3812147.0,115.0
4348,COUNTRIES,BGD,Bangladesh,2017.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3184230.0,3760167.0,118.0
4349,COUNTRIES,BGD,Bangladesh,2017.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3184230.0,3694737.0,116.0
4350,COUNTRIES,BGD,Bangladesh,2017.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3184230.0,3694737.0,116.0
4351,COUNTRIES,BGD,Bangladesh,2017.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3184230.0,3694737.0,116.0
4352,COUNTRIES,BGD,Bangladesh,2017.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,3184230.0,1253440.0,39.0
4353,COUNTRIES,BGD,Bangladesh,2017.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3184230.0,3708164.0,116.0
4354,COUNTRIES,BGD,Bangladesh,2017.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3184230.0,3638745.0,114.0
4355,COUNTRIES,BGD,Bangladesh,2017.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,3184230.0,3732635.0,117.0
4356,COUNTRIES,BGD,Bangladesh,2017.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,3184230.0,3687792.0,116.0
4357,COUNTRIES,BGD,Bangladesh,2017.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,3184230.0,3836341.0,120.0
4358,COUNTRIES,BGD,Bangladesh,2017.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3184230.0,3712506.0,117.0
4359,COUNTRIES,BGD,Bangladesh,2017.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,3184230.0,3708164.0,116.0
4360,COUNTRIES,BGD,Bangladesh,2017.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3660034.0,2416636.0,66.0
4361,COUNTRIES,BGD,Bangladesh,2016.0,BCG,BCG,ADMIN,Administrative coverage,3279741.0,3755206.0,114.5
4362,COUNTRIES,BGD,Bangladesh,2016.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3138712.0,3740295.0,119.17
4363,COUNTRIES,BGD,Bangladesh,2016.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3138712.0,3694347.0,117.7
4364,COUNTRIES,BGD,Bangladesh,2016.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3138712.0,3694347.0,117.7
4365,COUNTRIES,BGD,Bangladesh,2016.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3138712.0,3694347.0,117.7
4366,COUNTRIES,BGD,Bangladesh,2016.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,3138712.0,1032526.0,32.9
4367,COUNTRIES,BGD,Bangladesh,2016.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3138712.0,3698573.0,117.84
4368,COUNTRIES,BGD,Bangladesh,2016.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3138712.0,3614228.0,115.15
4369,COUNTRIES,BGD,Bangladesh,2016.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,3138712.0,3705095.0,118.05
4370,COUNTRIES,BGD,Bangladesh,2016.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,3138712.0,3678441.0,117.2
4371,COUNTRIES,BGD,Bangladesh,2016.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,3138712.0,3555254.0,113.27
4372,COUNTRIES,BGD,Bangladesh,2016.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3138712.0,3663703.0,116.73
4373,COUNTRIES,BGD,Bangladesh,2016.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,3138712.0,3698573.0,117.84
4374,COUNTRIES,BGD,Bangladesh,2016.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3607715.0,1833941.0,50.83
4375,COUNTRIES,BGD,Bangladesh,2015.0,BCG,BCG,ADMIN,Administrative coverage,3228362.0,3762488.0,116.54
4376,COUNTRIES,BGD,Bangladesh,2015.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3089542.434,3752841.0,121.47
4377,COUNTRIES,BGD,Bangladesh,2015.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3089542.434,3711022.0,120.12
4378,COUNTRIES,BGD,Bangladesh,2015.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3089542.434,3711022.0,120.12
4379,COUNTRIES,BGD,Bangladesh,2015.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3089542.434,3711022.0,120.12
4380,COUNTRIES,BGD,Bangladesh,2015.0,IPV1,"Inactivated polio-containing vaccine, 1st dose",ADMIN,Administrative coverage,3089542.434,2251933.0,72.89
4381,COUNTRIES,BGD,Bangladesh,2015.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3089542.434,3713374.0,120.19
4382,COUNTRIES,BGD,Bangladesh,2015.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3089542.434,3549650.0,114.89
4383,COUNTRIES,BGD,Bangladesh,2015.0,PCV1,"Pneumococcal conjugate vaccine, 1st dose",ADMIN,Administrative coverage,3089542.434,2783842.0,90.11
4384,COUNTRIES,BGD,Bangladesh,2015.0,PCV2,"Pneumococcal conjugate vaccine, 2nd dose",ADMIN,Administrative coverage,3089542.434,2407532.0,77.93
4385,COUNTRIES,BGD,Bangladesh,2015.0,PCV3,"Pneumococcal conjugate vaccine, final dose",ADMIN,Administrative coverage,3089542.434,1480531.0,47.92
4386,COUNTRIES,BGD,Bangladesh,2015.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3089542.434,3699766.0,119.75
4387,COUNTRIES,BGD,Bangladesh,2015.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,3089542.434,3713374.0,120.19
4388,COUNTRIES,BGD,Bangladesh,2015.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3551198.2,1874453.0,52.78
4389,COUNTRIES,BGD,Bangladesh,2014.0,BCG,BCG,ADMIN,Administrative coverage,3525888.0,3719011.0,105.48
4390,COUNTRIES,BGD,Bangladesh,2014.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3374274.0,3725531.0,110.41
4391,COUNTRIES,BGD,Bangladesh,2014.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3374274.0,3670254.0,108.77
4392,COUNTRIES,BGD,Bangladesh,2014.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3374274.0,3670254.0,108.77
4393,COUNTRIES,BGD,Bangladesh,2014.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3374274.0,3670254.0,108.77
4394,COUNTRIES,BGD,Bangladesh,2014.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3374274.0,3662758.0,108.55
4395,COUNTRIES,BGD,Bangladesh,2014.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3374274.0,3519743.0,104.31
4396,COUNTRIES,BGD,Bangladesh,2014.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3374274.0,3669567.0,108.75
4397,COUNTRIES,BGD,Bangladesh,2014.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,3374274.0,3662758.0,108.55
4398,COUNTRIES,BGD,Bangladesh,2014.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3525888.0,1842933.0,52.27
4399,COUNTRIES,BGD,Bangladesh,2013.0,BCG,BCG,ADMIN,Administrative coverage,3478236.0,3697234.0,106.3
4400,COUNTRIES,BGD,Bangladesh,2013.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3328672.0,3650721.0,109.68
4401,COUNTRIES,BGD,Bangladesh,2013.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3328672.0,3586574.0,107.75
4402,COUNTRIES,BGD,Bangladesh,2013.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3328672.0,3586574.0,107.75
4403,COUNTRIES,BGD,Bangladesh,2013.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3328672.0,3586574.0,107.75
4404,COUNTRIES,BGD,Bangladesh,2013.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3328672.0,3604266.0,108.28
4405,COUNTRIES,BGD,Bangladesh,2013.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,3328672.0,3284229.0,98.66
4406,COUNTRIES,BGD,Bangladesh,2013.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3328672.0,3587089.0,107.76
4407,COUNTRIES,BGD,Bangladesh,2013.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,3328672.0,3604266.0,108.28
4408,COUNTRIES,BGD,Bangladesh,2013.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3478236.0,1753606.0,50.42
4409,COUNTRIES,BGD,Bangladesh,2013.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,20940330.0,20506057.0,97.93
4410,COUNTRIES,BGD,Bangladesh,2012.0,BCG,BCG,ADMIN,Administrative coverage,3431228.0,3712686.0,108.2
4411,COUNTRIES,BGD,Bangladesh,2012.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3283685.0,3671240.0,112.0
4412,COUNTRIES,BGD,Bangladesh,2012.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3283685.0,3619726.0,110.0
4413,COUNTRIES,BGD,Bangladesh,2012.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3283685.0,3619726.0,110.0
4414,COUNTRIES,BGD,Bangladesh,2012.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3283685.0,3619726.0,110.0
4415,COUNTRIES,BGD,Bangladesh,2012.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3283685.0,3653134.0,111.0
4416,COUNTRIES,BGD,Bangladesh,2012.0,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1670067.0,374702.0,22.0
4417,COUNTRIES,BGD,Bangladesh,2012.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3283685.0,3623290.0,110.0
4418,COUNTRIES,BGD,Bangladesh,2012.0,RCV1,"Rubella-containing vaccine, 1st dose",ADMIN,Administrative coverage,3283685.0,566573.0,17.0
4419,COUNTRIES,BGD,Bangladesh,2012.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,3431228.0,1850368.0,54.0
4420,COUNTRIES,BGD,Bangladesh,2012.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,21490466.0,21205343.0,99.0
4421,COUNTRIES,BGD,Bangladesh,2011.0,BCG,BCG,ADMIN,Administrative coverage,3927048.0,3715359.0,94.61
4422,COUNTRIES,BGD,Bangladesh,2011.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3722842.0,3668596.0,99.0
4423,COUNTRIES,BGD,Bangladesh,2011.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3722842.0,3587704.0,96.0
4424,COUNTRIES,BGD,Bangladesh,2011.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3722842.0,3587704.0,96.0
4425,COUNTRIES,BGD,Bangladesh,2011.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3722842.0,3587704.0,96.0
4426,COUNTRIES,BGD,Bangladesh,2011.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3722842.0,3590240.0,96.0
4427,COUNTRIES,BGD,Bangladesh,2011.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3722842.0,3583140.0,96.0
4428,COUNTRIES,BGD,Bangladesh,2011.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,5266156.0,1920359.0,36.0
4429,COUNTRIES,BGD,Bangladesh,2011.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3722842.0,2945428.0,79.0
4430,COUNTRIES,BGD,Bangladesh,2010.0,BCG,BCG,ADMIN,Administrative coverage,3870920.0,3639891.0,94.03
4431,COUNTRIES,BGD,Bangladesh,2010.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3669632.0,3580866.0,97.58
4432,COUNTRIES,BGD,Bangladesh,2010.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3669632.0,3500025.0,95.38
4433,COUNTRIES,BGD,Bangladesh,2010.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3669632.0,3500025.0,95.38
4434,COUNTRIES,BGD,Bangladesh,2010.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3669632.0,3500025.0,95.38
4435,COUNTRIES,BGD,Bangladesh,2010.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3669632.0,3460521.0,94.3
4436,COUNTRIES,BGD,Bangladesh,2010.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3669632.0,3486829.0,95.02
4437,COUNTRIES,BGD,Bangladesh,2010.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,5190888.0,1922585.0,37.04
4438,COUNTRIES,BGD,Bangladesh,2010.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3669632.0,3453180.0,94.1
4439,COUNTRIES,BGD,Bangladesh,2009.0,BCG,BCG,ADMIN,Administrative coverage,3815593.593,3600085.0,94.35
4440,COUNTRIES,BGD,Bangladesh,2009.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3617182.726,3524038.0,97.42
4441,COUNTRIES,BGD,Bangladesh,2009.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3617182.726,3470505.0,95.94
4442,COUNTRIES,BGD,Bangladesh,2009.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3617182.726,3469139.0,95.91
4443,COUNTRIES,BGD,Bangladesh,2009.0,HIB3,"Hib, 3rd dose",ADMIN,Administrative coverage,3617182.726,3469139.0,95.91
4444,COUNTRIES,BGD,Bangladesh,2009.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3617182.726,3558866.0,98.39
4445,COUNTRIES,BGD,Bangladesh,2009.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3617183.0,3456739.0,95.56
4446,COUNTRIES,BGD,Bangladesh,2009.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,5116696.389,1887111.0,36.88
4447,COUNTRIES,BGD,Bangladesh,2009.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3617182.726,3546421.0,98.04
4448,COUNTRIES,BGD,Bangladesh,2008.0,BCG,BCG,ADMIN,Administrative coverage,4210773.0,3798409.0,90.0
4449,COUNTRIES,BGD,Bangladesh,2008.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3937073.0,3741783.0,95.0
4450,COUNTRIES,BGD,Bangladesh,2008.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3937073.0,3750257.0,95.0
4451,COUNTRIES,BGD,Bangladesh,2008.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3937073.0,3750099.0,95.0
4452,COUNTRIES,BGD,Bangladesh,2008.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3937073.0,3765298.0,96.0
4453,COUNTRIES,BGD,Bangladesh,2008.0,POL3,"Polio, 3rd dose",ADMIN,Administrative coverage,3937073.0,3749593.0,95.0
4454,COUNTRIES,BGD,Bangladesh,2008.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,5135089.0,2151093.0,41.89
4455,COUNTRIES,BGD,Bangladesh,2008.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3937073.0,3712743.0,94.3
4456,COUNTRIES,BGD,Bangladesh,2007.0,BCG,BCG,ADMIN,Administrative coverage,4135449.0,3806428.0,92.0
4457,COUNTRIES,BGD,Bangladesh,2007.0,DTPCV1,"DTP-containing vaccine, 1st dose",ADMIN,Administrative coverage,3866647.0,3737986.0,97.0
4458,COUNTRIES,BGD,Bangladesh,2007.0,DTPCV3,"DTP-containing vaccine, 3rd dose",ADMIN,Administrative coverage,3866647.0,3678193.0,95.0
4459,COUNTRIES,BGD,Bangladesh,2007.0,HEPB3,"HepB, 3rd dose",ADMIN,Administrative coverage,3866647.0,3676487.0,95.0
4460,COUNTRIES,BGD,Bangladesh,2007.0,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,3866647.0,3660743.0,95.0
4461,COUNTRIES,BGD,Bangladesh,2007.0,TT2PLUS,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",ADMIN,Administrative coverage,5043233.0,2389974.0,47.39
4462,COUNTRIES,BGD,Bangladesh,2007.0,VAD1,"Vitamin A, 1st dose",ADMIN,Administrative coverage,3866647.0,3613979.0,93.47
4463,COUNTRIES,BGD,Bangladesh,2006.0,BCG,BCG,ADMIN,Administrative coverage,4062594.0,3659951.0,96.0
